frame,timestamp_ms,divergence,lr_balance,tau,vx_mean,vy_mean,flow_cnt,div_cnt,valid,ema_div,ema_lr,tau_ms,looming,evasion_level,turn_cmd,az_quiet,ax,ay,az,gx,gy,gz,roll,pitch,yaw
329,11366,0,-0.03274,1000000,-2.1053,-5.3684,19,11,1,0.02976,-0.03755,0,0,0,0.1127,0,-0.0259,-0.0488,0.2637,-14.893,-20.203,-6.714,-139.488,36.299,79.481
330,11394,0,-0.03274,1000000,-2.1053,-5.3684,19,11,1,0.02976,-0.03755,0,0,0,0.1127,0,-0.2197,0.082,-0.999,-188.66,-50.72,58.533,-144.575,36.079,75.432
331,11422,0.10667,-0.57323,9.375,-0.1081,-0.5405,37,25,1,0.05823,-0.19825,163.604,0,0,0.5948,1,-0.2197,0.082,-0.999,-188.66,-50.72,58.533,-144.575,36.079,75.432
332,11467,0.0098,0.02644,102.00001,-4.2273,1.1136,44,34,1,0.0491,-0.13085,0,0,0,0.3925,1,-0.3359,-0.5566,-0.998,12.817,-72.205,136.108,-148.749,39.04,74.971
333,11478,-0.0463,0.03704,1000000,-0.7037,-2,27,18,1,0.02588,-0.08048,0,0,0,0.2414,1,-1.2124,-0.3955,-0.9658,277.466,-13.123,-22.156,-143.465,39.974,74.306
334,11509,0,0,0,0,0,0,0,0,0.02588,-0.08048,0,0,0,0.2414,1,-1.4541,-1.2251,-1.1299,67.505,20.935,-73.792,-143.86,37.282,74.949
335,11534,0.01667,-0.10795,60.00002,1.2083,-1.8333,24,15,1,0.02852,-0.08872,486.955,0,0,0.2662,1,-1.4541,-1.2251,-1.1299,67.505,20.935,-73.792,-143.86,37.282,74.949
336,11562,-0.01923,0.24792,1000000,-0.5652,4.8261,23,13,1,0.01959,0.01227,0,0,0,-0.0368,1,-1.1152,-1.3643,-0.3833,-204.102,-24.841,-11.414,-144.531,36.271,75.613
337,11590,-0.01923,0.24792,1000000,-0.5652,4.8261,23,13,1,0.01959,0.01227,0,0,0,-0.0368,0,0.0601,0.1343,0.1577,-7.812,31.433,17.7,-152.776,37.018,74.965
338,11618,-0.01923,0.24792,1000000,-0.5652,4.8261,23,13,1,0.01959,0.01227,0,0,0,-0.0368,0,0.0601,0.1343,0.1577,-7.812,31.433,17.7,-152.776,37.018,74.965
339,11646,-0.01923,0.24792,1000000,-0.5652,4.8261,23,13,1,0.01959,0.01227,0,0,0,-0.0368,0,0.2295,-0.0483,-0.3945,26.489,68.176,1.404,-152.803,35.53,73.564
340,11673,-0.01923,0.24792,1000000,-0.5652,4.8261,23,13,1,0.01959,0.01227,0,0,0,-0.0368,0,0.2295,-0.0483,-0.3945,26.489,68.176,1.404,-152.803,35.53,73.564
341,11702,-0.01923,0.24792,1000000,-0.5652,4.8261,23,13,1,0.01959,0.01227,0,0,0,-0.0368,0,-0.0625,-0.2876,-0.3853,-184.448,4.761,108.521,-161.938,36.634,68.895
342,11729,-0.01923,0.24792,1000000,-0.5652,4.8261,23,13,1,0.01959,0.01227,0,0,0,-0.0368,0,-0.2144,-0.2529,-0.8799,-51.392,-87.891,87.158,-164.213,38.535,66.198
343,11765,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,1,-1.5298,-1.2388,-1.8389,78.003,118.103,-68.604,-155.863,34.568,64.984
344,11785,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,-1.5298,-1.2388,-1.8389,78.003,118.103,-68.604,-155.863,34.568,64.984
345,11814,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,-0.8203,-0.9292,-0.707,65.857,48.035,-33.386,-152.199,33.08,66.05
346,11842,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,-6.0552,-0.8721,-0.4067,139.771,93.994,-77.087,-157.819,25.043,14.233
347,11868,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,0.6353,1.6992,1.9858,463.989,-91.919,-150.085,-149.046,26.851,9.075
348,11897,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,0.7065,-0.167,1.2739,-368.53,-164.49,232.422,-152.292,31.273,14.381
349,11924,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,0.7065,-0.167,1.2739,-368.53,-164.49,232.422,-152.292,31.273,14.381
350,11952,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,1.25,0.2524,-0.0376,116.333,81.787,31.555,-152.968,35.942,10.399
351,11980,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,-0.2163,-0.4849,-0.8037,-153.748,78.308,-8.179,-155.77,33.646,10.124
352,12008,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,0.0088,-0.332,-0.5366,41.382,99.182,-9.644,-158.401,31.382,8.987
353,12036,0.00694,0.05208,143.99962,-1.2857,2,21,12,1,0.0212,0.02421,1000,0,0,-0.0726,0,-0.0273,-0.4668,-0.9517,91.553,194.031,9.827,-156.885,26.45,7.69
354,12876,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,1,-0.0518,-0.9248,-2.2769,110.474,80.505,66.711,-154.918,21.533,5.24
355,13072,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.0435,-0.4761,-1.7876,32.227,-41.931,64.331,-153.545,21.226,3.994
356,13130,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,0.0112,-0.6641,-1.292,47.058,-104.431,68.176,-152.688,23.412,4.059
357,13158,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,0.1431,-0.1987,-0.0205,-109.192,-48.035,129.211,-152.578,27.576,3.312
358,13185,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.0366,-0.3667,-0.6982,-4.028,11.902,111.206,-155.413,29.02,1.274
359,13214,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.0366,-0.3667,-0.6982,-4.028,11.902,111.206,-155.413,29.02,1.274
360,13247,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.02,-0.2563,-0.4634,10.437,53.162,85.266,-156.649,28.608,-1.219
361,13270,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.1953,-0.4341,-1.1646,86.792,107.788,25.085,-157.879,25.845,-3.527
362,13298,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.1743,-0.728,-1.5859,56.641,41.077,44.067,-156.682,24.34,-4.362
363,13325,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.1011,-0.5742,-1.2681,33.081,-72.205,83.618,-154.418,24.538,-5.202
364,13353,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.1997,-0.5571,-1.4165,62.988,24.109,41.687,-158.082,26.625,-9.679
365,13381,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.1997,-0.5571,-1.4165,62.988,24.109,41.687,-158.082,26.625,-9.679
366,13409,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,0,-0.1562,-0.4932,-0.9058,66.956,31.128,42.053,-156.231,26.016,-10.146
367,13437,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,1,-0.1562,-0.4932,-0.9058,66.956,31.128,42.053,-156.231,26.016,-10.146
368,13466,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,1,0,-0.4673,-1.0557,10.193,25.818,39.001,-156.572,26.274,-12.535
369,13492,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,1,-0.1685,-0.4829,-1.0444,12.146,10.498,42.664,-156.671,26.054,-12.997
370,13519,0,0,0,0,0,0,0,0,0.0212,0.02421,1000,0,0,-0.0726,1,-0.1685,-0.4829,-1.0444,12.146,10.498,42.664,-156.671,26.054,-12.997
371,13548,0.19444,-0.58333,5.14286,-4,-1.2105,19,12,1,0.07857,-0.15805,109.558,0,0,0.4742,1,-0.1982,-0.4297,-0.9551,43.152,0.671,41.199,-155.923,26.175,-13.629
372,13605,0.05952,-0.19048,16.8,-5.25,-0.25,20,14,1,0.07826,-0.16778,0,1,3,0.5033,1,-0.1318,-0.397,-0.8057,31.311,-0.61,39.001,-155.391,26.345,-13.909
373,13632,0.05952,-0.19048,16.8,-5.25,-0.25,20,14,1,0.07826,-0.16778,0,1,3,0.5033,0,-0.1396,-0.4409,-0.8662,15.808,17.09,25.391,-156.231,25.84,-14.54
374,13664,0,0,0,0,0,0,0,0,0.07826,-0.16778,0,0,0,0.5033,1,-0.1929,-0.4829,-1.0591,13.916,10.681,28.015,-156.072,25.538,-14.727
375,13688,0,0,0,0,0,0,0,0,0.07826,-0.16778,0,0,0,0.5033,1,-0.1929,-0.4829,-1.0591,13.916,10.681,28.015,-156.072,25.538,-14.727
376,13717,0,0,1000000,-5.6875,-0.6875,16,11,1,0.06018,-0.11744,0,1,3,0.3523,1,-0.147,-0.4038,-0.8672,29.541,6.409,24.841,-155.336,25.483,-14.711
377,13745,-0.01961,0.02738,1000000,-4.6522,0.7391,23,17,1,0.04164,-0.074,0,0,0,0.222,1,-0.147,-0.4038,-0.8672,29.541,6.409,24.841,-155.336,25.483,-14.711
378,13781,-0.04444,-0.03869,1000000,-4.0909,-1.4091,22,15,1,0.02122,-0.06341,0,0,0,0.1902,1,-0.1763,-0.4077,-0.9619,28.809,14.16,8.606,-154.644,24.983,-14.705
379,13801,0.00417,-0.02778,239.99998,-3.8966,-2.5862,29,20,1,0.0215,-0.05272,1000,0,0,0.1582,1,-0.1851,-0.4761,-0.9448,53.65,10.193,8.667,-153.748,24.565,-14.447
380,13828,-0.05392,-0.05278,1000000,-3.7037,-0.4074,27,17,1,0.00428,-0.05274,0,0,0,0.1582,1,-0.1724,-0.4678,-0.9502,6.409,-6.531,20.569,-153.221,24.538,-14.216
381,13859,0.00439,-0.03419,228,-4.0741,1.0741,27,19,1,0.00971,-0.04717,37.523,0,0,0.1415,1,-0.1582,-0.4146,-0.8687,8.118,0.549,18.799,-153.155,24.516,-14.139
382,13885,-0.01389,0.02564,1000000,-3.7273,0.3333,33,24,1,0.00803,-0.02533,0,0,0,0.076,1,-0.1792,-0.4243,-0.958,19.47,2.625,9.094,-153.007,24.214,-14.03
383,13912,-0.00595,-0.00174,1000000,-2.9487,-0.6667,39,28,1,0.00923,-0.01825,337.051,0,0,0.0548,1,-0.1411,-0.4341,-0.8906,12.207,10.193,6.165,-152.413,23.857,-13.409
384,13950,-0.00641,-0.01282,1000000,-2.7143,-0.9143,35,26,1,0.00994,-0.01662,351.771,0,0,0.0499,1,-0.1411,-0.4341,-0.8906,12.207,10.193,6.165,-152.413,23.857,-13.409
385,13976,0.00278,0.07292,359.99997,-2.9737,0.0789,38,30,1,0.01319,0.01024,97.39,0,0,-0.0307,1,-0.1333,-0.4507,-0.9766,8.057,-0.732,2.991,-151.831,23.286,-12.574
386,14003,-0.00298,0.00556,1000000,-1.8158,1.1842,38,28,1,0.01374,0.00883,525.171,0,0,-0.0265,1,-0.1226,-0.4565,-0.8433,30.762,1.587,-4.578,-150.48,22.703,-11.305
387,14025,0.04279,0.03081,23.36842,-1.3913,-0.6087,46,37,1,0.02786,0.01543,136.173,0,0,-0.0463,1,-0.1226,-0.4565,-0.8433,30.762,1.587,-4.578,-150.48,22.703,-11.305
388,14051,0.04279,0.03081,23.36842,-1.3913,-0.6087,46,37,1,0.02786,0.01543,136.173,0,0,-0.0463,1,-0.1226,-0.4565,-0.8433,30.762,1.587,-4.578,-150.48,22.703,-11.305
389,14095,0,0,1000000,0,0,46,40,1,0.01965,0.00505,0,0,0,-0.0152,1,-0.1226,-0.4565,-0.8433,30.762,1.587,-4.578,-150.48,22.703,-11.305
390,14123,0.00225,-0.00417,444,-1.4091,-0.0682,44,37,1,0.01983,0.00229,1000,0,0,-0.0069,1,-0.0889,-0.5088,-0.8232,26.794,5.615,-9.583,-146.64,20.956,-8.514
391,14163,0.00225,-0.00417,444,-1.4091,-0.0682,44,37,1,0.01983,0.00229,1000,0,0,-0.0069,0,-0.1714,-0.458,-0.877,78.308,-8.85,-2.258,-145.552,20.742,-7.965
392,14171,0.0122,-0.01246,82,-1.1702,1.2553,47,41,1,0.02294,-0.00214,339.322,0,0,0.0064,1,-0.1714,-0.458,-0.877,78.308,-8.85,-2.258,-145.552,20.742,-7.965
393,14191,0,0.02965,1000000,-0.0227,0.6364,44,37,1,0.02146,0.0074,0,0,0,-0.0222,1,-0.1274,-0.5234,-0.8745,34.363,4.883,-13.428,-143.564,19.99,-6.828
394,14293,-0.00214,-0.02287,1000000,0.7273,0.5455,44,39,1,0.01978,-0.00168,0,0,0,0.005,1,-0.1289,-0.5371,-0.8467,42.419,-1.16,-7.751,-142.916,19.418,-6.114
395,14304,0.00231,0.01569,432.00009,0.4762,1.0238,42,36,1,0.01994,0.00353,1000,0,0,-0.0106,1,-0.1289,-0.5371,-0.8467,42.419,-1.16,-7.751,-142.916,19.418,-6.114
396,14314,-0.00439,-0.01941,1000000,0.2444,0.8444,45,38,1,0.01804,-0.00335,0,0,0,0.0101,1,-0.1289,-0.5371,-0.8467,42.419,-1.16,-7.751,-142.916,19.418,-6.114
397,14365,-0.00641,-0.02249,1000000,1.1522,0.6957,46,39,1,0.01611,-0.00909,0,0,0,0.0273,1,-0.1289,-0.5371,-0.8467,42.419,-1.16,-7.751,-142.916,19.418,-6.114
398,14390,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,1,3.4995,-0.5962,-0.833,35.034,8.179,-5.493,-140.4,17.589,-4.219
399,14399,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.0884,-0.6089,-0.8066,50.049,6.409,-12.207,-138.779,17.1,-3.653
400,14417,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.105,-0.6074,-0.7891,57.922,8.118,-12.634,-137.137,16.43,-3.049
401,14481,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.064,-0.6235,-0.7603,55.42,12.634,-13.306,-135.527,15.699,-2.45
402,14512,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.064,-0.6235,-0.7603,55.42,12.634,-13.306,-135.527,15.699,-2.45
403,14523,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-2.0464,-0.6782,-0.7134,77.698,15.381,-27.527,-132.22,13.969,-1.208
404,14533,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.0854,-0.6763,-0.77,70.068,8.911,-32.227,-130.095,12.859,-0.335
405,14555,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1489,-0.8315,-0.7236,-13.367,-15.259,-3.967,-128.661,11.871,1.357
406,14585,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1489,-0.8315,-0.7236,-13.367,-15.259,-3.967,-128.661,11.871,1.357
407,14613,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1489,-0.8315,-0.7236,-13.367,-15.259,-3.967,-128.661,11.871,1.357
408,14641,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1465,-0.6611,-0.6284,-17.395,6.592,15.198,-130.029,12.074,2.098
409,14668,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2095,-0.6455,-0.7744,-30.334,-0.244,20.142,-130.963,12.349,2.115
410,14697,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2202,-0.5718,-0.7642,6.775,7.935,0.427,-131.292,12.497,2.208
411,14724,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2251,-0.5439,-0.7539,-11.108,4.333,4.7,-131.512,12.354,2.417
412,14753,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2388,-0.5908,-0.811,9.094,-2.258,-1.526,-131.495,12.316,2.763
413,14781,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2119,-0.6064,-0.7476,16.357,-3.784,-9.827,-131.369,12.167,3.312
414,14808,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2119,-0.6064,-0.7476,16.357,-3.784,-9.827,-131.369,12.167,3.312
415,14836,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1963,-0.627,-0.7124,14.648,0.488,-10.132,-131.028,11.92,3.9
416,14864,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1812,-0.6938,-0.7324,8.179,-3.479,-4.944,-130.886,11.799,4.351
417,14892,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1729,-0.6851,-0.7051,-2.136,-1.16,-0.732,-130.913,11.744,4.807
418,14920,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1875,-0.6855,-0.7188,-7.629,-2.258,2.686,-131.182,11.794,5.142
419,14949,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6362,-0.7173,-15.503,0.122,7.324,-131.638,11.86,5.328
420,14976,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2041,-0.6255,-0.7549,-12.756,-0.488,6.897,-132.182,11.992,5.521
421,15005,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.2061,-0.6157,-0.7598,-1.099,0.488,0.244,-132.429,12.025,5.735
422,15032,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6362,-0.7363,-0.61,-0.183,0.061,-133.176,11.684,8.63
423,15060,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6387,-0.7383,0,-0.183,-0.183,-134.346,11.596,11.179
424,15088,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1982,-0.6372,-0.7417,-0.183,-0.244,-0.305,-135.253,11.563,13.173
425,15116,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1987,-0.6338,-0.7378,-0.916,-0.305,0,-135.989,11.536,14.854
426,15144,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6377,-0.7422,-0.427,-0.305,0,-136.187,11.53,15.309
427,15171,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1973,-0.6377,-0.7422,-0.427,-0.305,0,-136.187,11.53,15.309
428,15199,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
429,15226,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
430,15535,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
431,15730,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
432,16010,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
433,16318,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
434,16376,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
435,16403,-0.025,0.00585,1000000,-0.234,-0.1277,47,40,1,0.00917,-0.00461,0,0,0,0.0138,0,-0.1978,-0.6401,-0.7383,-0.427,-0.244,0,-136.258,11.53,15.518
